student_efficacy,student_joy,student_broad_interest,student_epistemic_beliefs,student_instrumental_motivation,student_value_cooperation,student_enjoy_cooperation,student_environmental_awareness,parent_views_science,parent_enviro_concern,teacher_directed,teacher_inquiry_based,teacher_choice_support,teacher_perceived_feedback,teacher_adaptation_of_instruction,science_minutes_week,out_of_schools_study_hours,overall_science_ach,explain_scientifically,do_inquiry,interpret_data,teacher_extra_help,teacher_interest_learning,teacher_tells_performance,teacher_strengths,teacher_areas_improve,teacher_how_improve,students_investigation,teacher_explains_relevance,students_design,teacher_explains_application,students_draw_conclusions,students_argue,students_laboratory,students_explain_ideas,teacher_waits_quiet,teacher_noise_disorder,students_dont_listen,work_team,student_career,student_job,nervous,be_best,want_top_grades,ambitious,worry_grades,good_listener,ict_home,ict_interest,ict_competence,ict_autonomy,ict_out_sch,ict_out_leisure,disciplinary_climate
-1.4009,-0.8616,-0.4908,0.5524,-0.3438,0.0333,0.9455,-0.1363,NA,NA,0.8729,0.8708,0.0355,-0.8345,0.0601,200,4,561.902,577.391,578.842,627.087,2,2,2,1,1,1,2,2,3,1,1,2,1,2,3,3,3,3,3,2,2,2,3,3,2,4,NA,NA,NA,NA,NA,NA,0.5529
-0.25,-1.2991,-0.9308,-2.201,1.356,0.8854,-0.2882,0.49,NA,NA,0.3211,-0.3344,0.2044,0.334,0.0601,315,20,344.5,348.333,407.529,349.236,1,2,2,2,2,3,4,3,3,2,3,4,3,1,3,3,3,1,1,2,2,4,4,2,3,3,NA,NA,NA,NA,NA,NA,0.2829
-0.3903,-2.1154,-1.1931,-0.1933,-0.7778,-0.9561,-0.2882,-0.1759,NA,NA,0.2483,-0.5766,0.9133,-0.7766,0.0214,500,3,490.966,499.618,559.431,547.922,1,1,2,1,2,1,4,3,4,3,3,3,3,2,4,4,4,2,3,3,1,3,3,3,1,3,NA,NA,NA,NA,NA,NA,1.3751
-1.0524,-0.8208,-2.4981,-0.1933,-0.7778,-0.6214,0.8242,0.7408,NA,NA,0.4505,-0.3652,-0.1164,0.0134,0.005,360,15,548.784,446.385,456.281,473.814,2,2,2,2,2,2,4,3,4,1,3,4,3,1,3,3,4,2,3,3,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,0.8351
1.8576,1.1662,1.6345,0.5975,1.7359,0.0333,0.8242,0.5894,NA,NA,-0.7694,-0.4693,0.6375,-0.5356,0.3728,300,15,634.914,612.911,687.566,604.093,1,2,2,1,1,2,3,4,4,4,2,3,3,2,3,2,3,3,1,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,-0.1458
-0.0605,0.5094,0.1393,-0.1933,0.3708,0.0333,-0.9705,0.0137,NA,NA,-0.5997,-0.4895,-1.0074,-1.002,-0.3369,300,20,558.694,473.439,604.499,573.388,2,3,1,1,1,1,4,3,4,2,3,4,2,2,2,2,2,3,2,2,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,-1.0005
3.2775,2.1635,2.4511,-2.7904,1.7359,2.1017,2.2879,3.2811,NA,NA,2.0781,3.1829,1.4475,2.4994,2.0469,300,15,553.394,529.881,550.184,547.821,1,1,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,1,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1.8837
0.714,-0.3398,-0.7413,1.5636,1.7359,-0.3,-0.2882,0.6687,NA,NA,-0.0225,0.1207,0.2044,-0.9479,0.005,300,14,583.415,559.29,547.068,536.237,1,2,3,1,1,1,3,2,4,2,2,2,3,3,3,3,3,2,1,1,3,4,4,3,2,3,NA,NA,NA,NA,NA,NA,0.0039
-0.2045,0.5094,0.2335,-0.1933,0.3708,-0.3,0.5759,0.3726,NA,NA,-0.878,0.4553,0.1905,-0.5606,0.6524,285,10,436.276,478.186,500.877,439.94,2,1,2,2,1,2,3,3,4,1,3,2,2,2,NA,3,3,2,2,2,2,4,4,4,1,3,NA,NA,NA,NA,NA,NA,0.3928
-1.3537,0.0388,0.5195,-0.1496,NA,-0.8356,-0.2882,-0.9285,NA,NA,0.4505,-0.2551,-1.2583,-0.5308,-0.3562,0,NA,521.654,517.882,511.583,527.971,4,3,1,2,1,1,3,4,4,2,3,4,3,1,4,3,1,3,NA,NA,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,-0.4076
-3.7565,-0.5781,-2.4981,-2.7904,-1.9301,0.0333,-0.9705,0.0194,NA,NA,NA,NA,NA,NA,NA,180,35,417.337,385.679,444.842,393.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA
-1.2404,-0.1808,-0.2052,1.4181,-0.7778,2.1017,0.4252,-0.6491,NA,NA,NA,NA,NA,NA,NA,300,12,503.013,561.916,558.839,538.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,4,3,4,3,3,NA,NA,NA,NA,NA,NA,NA
-0.0509,-0.3398,-0.0529,-0.1933,0.3708,-0.5546,0.9675,-0.1306,NA,NA,0.4505,-0.2192,-0.3068,0.0134,0.0214,120,37,633.832,564.619,589.449,596.371,2,2,2,2,2,2,3,3,4,2,2,4,2,3,4,4,3,3,2,2,2,3,3,3,1,3,NA,NA,NA,NA,NA,NA,1.3185
0.1291,0.5094,0.2349,-0.7992,0.3708,-0.8356,-0.2882,-0.6144,NA,NA,-0.1495,-0.5917,-0.6954,-1.5255,0.005,300,23,639.107,619.4,604.578,641.835,2,3,1,1,1,1,4,4,4,2,2,4,3,2,4,4,3,3,2,2,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1.0438
-3.7565,-2.1154,-1.0845,-0.1933,-1.9301,0.3895,-0.7876,-0.4747,NA,NA,0.5087,0.3565,-0.1164,1.0606,-0.3816,200,7,405.899,423.623,444.165,422.805,2,2,3,3,3,3,3,3,3,3,1,3,2,2,3,3,3,4,4,4,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,0.0039
-0.2169,0.1458,0.2367,1.1859,0.8545,-0.3,0.2085,-0.6601,NA,NA,1.4501,0.3944,1.4475,-0.5463,0.3379,180,0,607.584,578.293,610.875,578.216,1,1,2,1,2,1,2,2,4,2,2,4,2,1,3,4,4,2,2,2,3,3,4,4,2,4,NA,NA,NA,NA,NA,NA,1.2422
0.5008,-0.3398,-0.0589,-0.1933,-0.0086,0.0333,-1.1533,0.2907,NA,NA,1.0203,0.1461,-0.1164,-1.5255,-0.3816,300,6,496.027,486.979,565.094,498.473,2,2,1,1,1,1,2,3,4,3,2,3,3,2,3,3,3,3,2,2,2,3,4,3,3,2,NA,NA,NA,NA,NA,NA,0.2884
1.4401,0.8904,0.8609,0.231,0.7429,2.1017,1.0425,1.2283,NA,NA,0.5169,0.5431,-0.1164,0.9926,1.0006,300,17,543.746,567.932,555.461,581.784,2,2,3,4,2,3,3,3,3,3,3,1,1,1,3,2,1,4,2,1,2,4,3,4,3,3,NA,NA,NA,NA,NA,NA,-0.5688
0.1399,-0.1379,0.5305,-0.1933,0.3708,0.0333,-0.2882,-0.0792,NA,NA,-0.6102,0.9452,-0.1164,0.0134,-0.8077,200,15,402.181,455.454,462.943,467.167,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,2,2,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1.8837
3.1713,2.1635,2.4511,1.5636,1.0388,2.1017,2.2879,2.0258,NA,NA,0.8729,-0.9551,0.8213,-0.9174,0.702,1e3,14,676.896,712.151,737.292,731.374,1,1,1,1,1,2,4,3,4,3,3,4,3,3,4,4,3,4,1,2,3,4,4,4,2,4,NA,NA,NA,NA,NA,NA,1.3185
1.0386,0.5094,-0.3581,1.5636,1.0218,0.1444,-0.2882,1.4772,NA,NA,0.4587,0.5507,0.0015,-0.8636,-0.3369,300,30,637.922,613.346,657.104,590.399,1,2,2,2,1,1,1,1,3,1,2,4,3,2,4,3,4,3,1,1,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1.1892
1.5305,0.5094,0.7736,1.2274,-0.7778,-1.2265,-0.2882,2.0258,NA,NA,1.4501,0.5869,1.4475,0.0134,0.0214,100,17,618.136,647.277,635.214,621.783,1,1,2,2,2,2,2,2,4,2,2,3,2,2,4,3,4,1,3,3,2,3,3,2,3,3,NA,NA,NA,NA,NA,NA,1.1892
-0.2343,0.5094,-0.8358,-0.1933,0.3708,0.0333,-0.2882,-0.2844,NA,NA,0.2564,-0.6424,1.4475,-1.5255,-0.787,300,6,564.329,598.057,648.614,545.986,1,1,1,1,1,1,4,3,3,2,4,4,3,2,4,4,4,3,2,2,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,1.3751
0.3155,-0.8208,-0.2865,-0.1933,0.3708,0.0333,-0.2882,-0.2861,NA,NA,-0.3693,0.9452,-0.1164,-1.5255,-0.3816,270,NA,422.81,433.482,427.725,453.68,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.8184
-0.6013,2.1635,0.2913,2.1552,1.356,2.1017,1.5604,-0.4097,NA,NA,2.0781,0.2461,1.4475,0.714,2.0469,300,30,682.611,688.524,751.594,688.7,1,1,2,2,3,NA,3,2,3,1,3,3,3,1,4,3,2,4,1,2,4,4,4,3,1,4,NA,NA,NA,NA,NA,NA,0.6145
1.2175,-1.1992,-0.6723,1.1836,0.3708,0.8188,0.4252,2.0258,NA,NA,0.8634,0.401,0.8213,-0.0535,0.0601,315,55,596.884,543.231,500.089,540.724,1,1,2,2,1,2,2,1,4,2,2,3,3,1,4,4,1,2,2,2,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,0.7187
-0.2603,-1.0676,0.4444,0.5824,-0.5555,-1.6169,-0.9705,0.3128,NA,NA,0.5819,-0.5063,0.2044,-1.1537,-0.0163,300,9,604.278,573.097,614.517,610.568,1,2,2,1,1,1,2,4,4,4,2,4,4,3,3,2,2,1,3,2,4,3,3,2,4,3,NA,NA,NA,NA,NA,NA,-0.6873
0.5252,0.5094,0.6496,2.1552,0.3708,0.3386,2.2879,0.142,NA,NA,2.0781,1.3563,1.4475,2.4994,1.0172,240,18,639.661,568.234,563.607,546.993,1,1,4,4,4,4,1,1,4,1,1,1,1,1,3,3,3,3,2,2,3,4,4,3,3,4,NA,NA,NA,NA,NA,NA,0.0039
1.4432,0.8433,0.7736,0.5317,1.0218,-1.0965,-0.2882,1.3793,NA,NA,0.4587,1.0208,0.5683,1.5444,0.6524,300,22,668.404,688.949,697.32,648.529,1,1,4,4,3,3,2,1,3,1,2,2,2,2,3,3,3,2,1,1,3,4,3,3,2,3,NA,NA,NA,NA,NA,NA,0.2829
3.2775,2.1635,1.225,1.5636,1.7359,-2.8294,-1.449,3.2811,NA,NA,1.1203,0.5102,0.4243,-1.5255,0.0164,600,45,579.009,642.009,673.503,646.151,1,1,1,1,1,1,4,1,3,1,1,4,1,1,4,4,3,1,1,1,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1.3185
-0.2614,2.1635,1.3054,-0.1933,1.2423,1.0765,0.395,0.9006,NA,NA,2.0781,1.0979,1.4475,1.0606,1.3754,100,25,555.826,569.549,560.505,575.334,1,1,3,3,3,3,2,1,3,1,2,2,2,1,3,3,3,3,1,1,3,4,4,4,2,4,NA,NA,NA,NA,NA,NA,0.2884
0.7,2.1635,1.4315,0.5002,1.2817,0.9978,0.6615,0.8342,NA,NA,0.2483,1.4695,1.4475,1.0606,0.3181,240,11,392.037,389.86,402.543,437.299,1,1,3,3,3,3,1,1,1,1,1,2,4,1,3,3,3,3,2,1,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,0.0039
-0.3909,0.8225,0.6584,0.8102,0.3708,0.0333,-0.2882,0.8948,NA,NA,2.0781,0.481,1.4475,2.4994,2.0469,280,8,523.559,521.583,591.661,545.762,1,1,4,4,4,4,3,1,3,1,2,4,3,1,4,4,4,3,2,2,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,1.8837
1.1689,-0.8208,-0.3744,-0.1933,0.3708,0.0333,-0.7876,-1.9409,NA,NA,-0.6102,-0.2985,-0.4527,0.0134,-0.787,220,25,411.425,365.395,446.323,415.413,2,2,2,2,2,2,3,3,3,3,3,4,3,3,4,4,4,3,2,2,4,4,3,4,4,2,NA,NA,NA,NA,NA,NA,1.8837
-1.0524,-0.3398,0.9659,-0.1933,-0.7778,-1.039,1.5604,-1.0703,NA,NA,-2.4476,-0.4473,-2.7195,-0.5713,-1.9656,260,50,491.289,513.873,484.716,469.465,4,4,2,2,2,1,4,4,2,3,3,4,3,1,3,3,3,2,3,3,2,4,4,3,2,4,NA,NA,NA,NA,NA,NA,0.0039
-0.5733,-0.2145,-0.0968,-0.1933,0.3708,-1.039,-0.2882,-0.4866,NA,NA,-1.7704,-1.2586,-2.7195,-1.5255,-1.9656,300,6,516.726,529.636,602.164,539.546,4,4,1,1,1,1,3,4,4,4,3,4,3,4,3,3,3,2,2,2,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,0.0039
-0.3994,0.5094,-0.2052,-0.1933,-0.494,-0.3735,-0.2882,-0.5977,NA,NA,-0.6102,-1.229,-1.0718,-1.1537,-0.787,300,60,527.742,541.026,582.902,590.471,3,3,2,1,1,1,4,4,4,4,3,4,3,2,3,3,2,3,2,3,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,-0.2683
-0.8904,-1.2109,-0.0908,-0.5033,-0.5375,-0.8356,-0.2882,-0.4725,NA,NA,-0.2928,-0.3872,0.2044,-0.2674,-1.2428,240,30,477.097,435.863,454.012,461.036,1,2,2,2,2,2,4,4,4,2,2,3,3,2,3,2,2,3,3,3,3,4,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.3843
-1.201,-0.4071,-0.1178,-0.5371,-0.0575,0.0333,0.5759,-1.9409,NA,NA,0.2483,-0.5723,-0.8542,-1.5255,-0.8348,300,28,500.229,441.272,525.81,553.446,3,2,1,1,1,1,4,2,4,4,3,4,3,2,4,4,3,3,3,2,3,4,4,3,2,3,NA,NA,NA,NA,NA,NA,1.3185
-0.536,-0.8208,-0.2458,-0.1933,-0.4807,0.0333,-0.5453,-1.0241,NA,NA,0.7979,0.9452,0.0322,-1.5255,0.0386,240,33,447.243,430.484,390.485,447.743,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,3,2,4,NA,NA,NA,NA,NA,NA,0.0039
0.9703,-0.2145,0.8784,1.1859,-0.1128,-0.3,1.5604,0.3506,NA,NA,0.4505,-0.1248,0.9133,-1.1537,0.6524,360,25,601.432,610.376,647.833,635.362,1,1,2,1,1,1,4,3,1,3,2,3,4,3,2,3,3,2,2,1,2,3,4,4,2,4,NA,NA,NA,NA,NA,NA,0.1628
-0.0565,0.0603,0.2436,-0.1933,1.7359,0.748,1.5899,0.1379,NA,NA,2.0781,1.945,1.4475,2.4994,2.0469,260,25,519.457,407.673,467.74,447.782,1,1,4,4,4,4,2,1,2,1,1,1,1,1,4,4,4,4,1,1,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1.8837
-0.7181,-2.1154,-1.0606,2.1552,-0.2874,-2.8294,-0.8937,0.5306,NA,NA,-0.0057,0.7326,-0.6115,-0.8345,-0.3816,260,35,447.891,449.792,489.125,450.492,3,1,2,1,1,1,2,3,3,1,1,2,3,2,3,2,1,1,2,3,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,-0.8428
-1.2342,-0.119,0.407,0.8912,0.3708,0.0333,-0.2882,-0.849,NA,NA,-0.3693,-0.731,-0.8647,0.6855,-0.0163,240,10,497.276,507.005,557.898,514.251,3,3,2,3,3,NA,4,4,3,4,3,3,4,1,3,NA,4,3,2,2,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,0.6908
-0.3919,NA,0.2719,0.2674,0.3708,-0.3,-0.4374,-1.475,NA,NA,0.5735,0.756,1.4475,0.7708,0.0214,180,7,451.786,387.813,425.678,400.496,1,1,2,2,3,3,2,3,4,1,2,1,3,2,4,4,3,2,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.8033
-0.0565,0.5094,0.1976,0.231,1.7359,0.0333,-0.2882,0.3628,NA,NA,-0.6102,0.1243,-0.913,-0.9311,-0.3816,240,18,506.307,445.183,447.39,490.052,3,2,1,1,2,1,4,3,4,2,2,2,2,1,4,4,4,3,1,1,4,3,4,4,3,3,NA,NA,NA,NA,NA,NA,1.8837
0.5037,0.0992,-0.3199,0.6409,1.7359,2.1017,0.9675,0.6812,NA,NA,-0.6102,0.9998,0.9209,1.5046,1.3472,240,20,535.375,514.66,545.633,535.665,1,2,3,3,3,4,3,3,1,1,1,1,1,2,2,3,3,4,1,1,1,4,4,4,2,3,NA,NA,NA,NA,NA,NA,0.1628
-0.5775,-0.3928,0.1393,-0.1933,-0.0948,2.1017,0.6615,-0.7873,NA,NA,-0.2213,1.6309,-0.913,0.246,-0.3816,260,30,432.224,451.364,457.787,453.257,3,2,2,3,2,2,2,2,1,2,1,1,2,1,3,3,2,4,2,2,4,3,4,3,3,3,NA,NA,NA,NA,NA,NA,-0.2683
1.163,2.1635,0.9659,0.842,1.7359,2.1017,1.5899,0.0985,NA,NA,2.0781,2.1533,1.4475,2.031,0.9623,460,NA,529.575,484.497,476.134,464.934,1,1,3,4,4,4,1,1,1,1,1,1,3,1,4,4,4,4,1,1,3,4,4,2,1,3,NA,NA,NA,NA,NA,NA,1.8837
-0.2343,0.5094,0.1042,1.5073,1.3336,-0.3,0.395,0.3465,NA,NA,0.4505,-1.6623000000000001,0.0355,-1.1537,1.3754,240,11,468.304,431.262,416.741,417.173,2,2,2,1,1,1,4,4,4,4,4,3,3,4,4,4,3,2,1,1,4,4,4,3,2,4,NA,NA,NA,NA,NA,NA,1.0438
0.9011,0.8225,1.1786,0.827,1.0218,0.5587,0.395,1.621,NA,NA,0.4587,2.4937,1.4475,0.9223,-0.3816,260,27,543.741,522.283,570.864,518.146,1,1,2,4,3,3,1,1,1,1,1,1,2,1,4,4,4,3,1,1,2,4,4,4,3,4,NA,NA,NA,NA,NA,NA,1.8837
-1.4095,-0.1336,0.586,0.3019,0.0125,-2.0248,-1.6454,0.5176,NA,NA,0.6495,0.3492,-0.1164,1.0606,-1.9656,240,15,550.413,473.4,529.777,515.392,2,2,3,3,3,3,3,3,2,3,2,2,2,2,2,1,2,1,2,3,3,2,2,4,3,2,NA,NA,NA,NA,NA,NA,-1.2115
-0.2498,0.5094,0.5305,-0.1933,0.3708,2.1017,0.5759,-0.1677,NA,NA,0.4505,0.511,-0.4684,1.0606,0.3181,250,30,499.74,441.527,506.549,493.218,3,2,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,4,2,2,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,0.0039
1.2257,0.5094,0.6496,-0.1933,-0.7778,0.0333,-0.2882,-0.3317,NA,NA,0.1354,0.7638,0.2844,0.4598,-1e-4,300,45,614.95,596.635,548.635,580.71,3,1,2,3,2,2,1,2,4,2,2,2,3,2,4,4,4,3,3,3,4,4,3,2,2,3,NA,NA,NA,NA,NA,NA,1.8837
-1.5853,-0.3033,0.8067,-0.5013,-0.2714,-1.5401,-0.9705,0.3376,NA,NA,0.1272,-0.3213,0.1376,0.8045,-0.8348,280,17,539.704,514.512,584.812,508.685,2,1,4,2,3,3,2,3,4,2,3,4,3,3,3,3,3,2,3,2,3,3,4,2,3,3,NA,NA,NA,NA,NA,NA,0.0039
-0.1954,-0.3398,-1.0845,0.2497,-0.7778,-1.377,-0.618,0.9525,NA,NA,-0.1416,0.0171,-0.5508,0.0134,-1.9656,240,25,535.727,578.276,593.307,571.614,2,2,2,2,2,2,4,3,4,1,1,3,4,1,3,4,4,2,3,3,3,2,3,2,2,3,NA,NA,NA,NA,NA,NA,0.9828
-0.4032,0.0992,0.5686,0.5344,0.3708,2.1017,1.5604,-0.6937,NA,NA,0.7282,0.6436,0.7896,2.0902,0.702,260,21,426.663,411.595,433.689,450.192,2,1,3,4,4,4,2,2,3,2,2,2,2,1,4,4,4,4,2,2,2,4,4,4,2,4,NA,NA,NA,NA,NA,NA,1.8837
-0.4227,-0.1522,0.2573,-0.7885,0.0125,-0.3735,-0.2882,-0.2867,NA,NA,0.2483,0.893,0.0932,2.4994,0.3379,260,4,419.193,379.387,397.463,368.686,1,1,4,4,4,4,3,2,3,1,1,1,3,1,4,3,3,3,2,3,3,4,4,3,3,3,NA,NA,NA,NA,NA,NA,0.4046
-1.8622,0.5094,0.1237,-0.1933,-0.5375,0.0333,-1.0917,-0.0227,NA,NA,1.3233,0.9452,1.4475,1.0606,0.6374,260,NA,516.419,452.633,531.548,511.769,1,1,3,3,3,3,2,2,2,2,2,2,2,2,4,4,3,3,3,3,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1.3185
0.1461,-0.5781,1.3202,1.1836,0.6286,-0.3735,0.1885,-0.3472,NA,NA,-0.6541,1.0765,0.4051,1.0606,0.6524,220,16,351.993,373.25,380.574,401.754,2,1,3,3,3,3,2,NA,2,2,2,2,1,2,2,2,2,3,1,2,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,-1.0005
1.232,1.1049,0.3061,0.2072,-0.2552,1.3777,1.5899,-0.0057,NA,NA,1.1091,0.6953,0.9133,1.5444,1.3974,240,25,531.102,492.775,491.261,494.342,1,1,4,4,3,3,2,1,2,2,2,3,3,2,4,4,4,4,3,3,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,1.8837
0.1249,0.0992,0.5305,-0.7443,0.3708,0.0333,1.164,-0.3744,NA,NA,-0.1416,0.3934,-0.2618,1.0606,0.6524,220,13,362.224,400.422,394.353,395.985,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,3,2,2,4,3,3,3,4,3,NA,NA,NA,NA,NA,NA,-0.1502
0.3222,0.5094,1.6345,-0.5893,0.3708,0.1444,0.395,-0.9983,NA,NA,-0.1503,0.5194,-0.0588,1.1653,-0.0559,260,14,416.335,339.713,405.428,349.521,2,2,2,4,4,3,4,2,4,2,1,2,1,2,4,4,3,3,2,2,3,4,4,4,2,4,NA,NA,NA,NA,NA,NA,1.0389
1.218,0.5094,0.9736,2.1552,1.7359,0.0333,-0.2882,0.7561,NA,NA,-0.2928,-0.6279,-1.0718,-1.5255,-0.3816,260,68,478.682,509.091,487.09,493.275,3,3,1,1,1,1,4,3,4,3,3,3,4,3,2,2,2,3,1,1,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,-0.7439
-2.4371,0.5094,-0.7097,1.1152,-1.9301,0.7516,1.164,0.3465,NA,NA,0.9405,1.0445,1.4475,2.4994,1.0172,360,25,432.877,442.292,465.122,441.509,1,1,4,4,4,4,1,1,2,1,2,3,1,1,3,3,4,3,4,4,2,4,3,4,2,3,NA,NA,NA,NA,NA,NA,0.8351
0.2661,0.5094,0.6098,-0.7885,0.3708,0.0333,-0.2882,0.2623,NA,NA,-0.0718,0.291,-0.6986,0.3995,0.3181,240,25,392.409,405.383,416.608,426.236,2,2,3,2,2,2,3,2,2,3,3,3,3,3,3,4,4,3,2,2,4,3,4,2,3,3,NA,NA,NA,NA,NA,NA,1.2422
-0.5406,0.5094,0.1442,0.3019,0.3708,-0.6214,0.9675,-0.3864,NA,NA,1.4332,1.4498,1.4475,1.4728,1.3754,260,6,536.769,607.195,601.792,624.502,1,1,3,4,4,3,1,1,2,1,1,2,2,2,4,4,4,2,2,2,4,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1.8837
-0.4161,-0.8208,-0.9141,0.8522,1.7359,-2.1295,-1.2109,1.621,NA,NA,2.0781,-0.2165,1.4475,-0.9311,0.3228,220,NA,501.067,475.752,517.882,484.561,1,1,1,1,2,1,4,1,4,1,3,4,4,1,1,2,3,1,1,1,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,-1.3007
-0.018,-1.0519,-0.9403,0.2674,-1.0096,-1.5906,-0.2882,0.6252,NA,NA,-2.4476,-1.8609,-1.5353,-0.4831,-0.4011,280,27,601.459,603.879,586.374,575.841,3,3,2,1,2,2,4,4,4,3,4,4,4,3,1,1,2,2,3,3,2,4,4,4,4,3,NA,NA,NA,NA,NA,NA,-1.2699
1.526,0.0799,-0.0063,-0.4014,0.8155,1.4758,2.2879,-1.8575,NA,NA,1.0322,1.2301,-1.4605,0.334,0.6524,0,33,373.946,390.739,371.458,318.724,3,4,2,2,2,3,2,1,3,1,1,2,2,1,3,2,1,3,1,2,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,-0.5717
0.5151,0.5094,0.5305,-0.1933,0.3708,0.0333,-0.2882,0.5306,NA,NA,2.0781,2.3122,1.4475,2.4994,2.0469,90,35,309.075,353.347,359.251,302.575,1,1,4,4,4,4,1,1,1,1,1,2,1,1,4,4,4,3,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1.8837
2.3674,0.5094,0.5305,-0.1933,1.7359,-1.3255,-1.6454,-1.2707,NA,NA,-0.6102,0.9452,-0.1164,1.0606,-0.3816,0,6,265.314,357.699,380.796,353.128,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,1,1,3,4,3,3,3,2,NA,NA,NA,NA,NA,NA,0.0039
0.0996,-1.0286,-2.4981,-0.1933,0.3708,-0.1238,0.5759,0.5875,NA,NA,0.3221,0.3063,-1.1923,-1.1537,-1.274,450,NA,324.849,317.752,295.294,307.007,4,3,2,1,1,1,4,3,1,1,4,3,1,1,3,3,4,1,2,2,2,4,4,3,4,3,NA,NA,NA,NA,NA,NA,-0.1936
0.3367,0.5094,NA,-0.1933,1.7359,0.5587,1.164,-1.1958,NA,NA,2.0781,0.7508,0.1129,0.5146,0.6524,0,3,288.813,258.996,301.407,215.13,1,2,2,3,2,3,1,2,2,1,4,3,2,1,3,2,1,3,1,1,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,-0.8453
0.3155,0.5094,0.5305,NA,0.3708,0.3821,1.5604,0.1686,NA,NA,2.0781,2.0078,1.4475,1.9672,1.3472,120,NA,392.242,411.689,410.935,392.885,1,1,4,3,4,4,1,2,1,1,1,1,1,1,4,4,3,2,2,2,3,4,4,4,2,4,NA,NA,NA,NA,NA,NA,1.3185
NA,NA,0.2719,NA,-0.0948,-0.2024,-1.198,-1.2419,NA,NA,-1.3272,1.4346,0.173,NA,-0.8077,10,19,346.489,327.293,380.815,356.715,3,1,NA,NA,NA,NA,1,2,2,1,2,2,2,1,4,4,2,4,2,2,3,2,4,3,1,2,NA,NA,NA,NA,NA,NA,0.9971
-0.9192,-0.2145,0.4827,-0.1933,-0.2552,-0.7799,0.395,-0.2325,NA,NA,NA,NA,NA,NA,NA,75,11,562.087,545.023,620.031,557.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA
-0.85,0.5094,-0.3581,-0.1933,0.0125,-1.3255,-0.2882,-0.1306,NA,NA,-0.6102,0.7778,0.5683,0.2718,0.3181,90,1,591.737,589.944,594.866,568.059,1,1,2,2,2,2,3,3,2,2,1,2,2,1,3,3,3,2,2,3,2,2,3,2,3,3,NA,NA,NA,NA,NA,NA,0.0039
1.1886,0.5094,0.0272,0.1527,0.3708,-0.8979,-0.7876,0.0642,NA,NA,-0.1503,1.1506,1.4475,0.2718,-0.3816,95,2,364.368,369.526,400.868,357.122,1,1,2,2,2,2,1,2,4,1,NA,1,4,1,NA,4,2,3,2,2,3,4,4,4,3,2,NA,NA,NA,NA,NA,NA,-0.1863
